"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"Distant Memories" "PS" 1 2009 2008-04-28 0 7 0 0 0 0
"Distinct Attention Networks for Feature Enhancement and Suppression in Vision" "PS" 1 2012 2011-06-21 0 3 0 0 0 0
"Distinct Capacity Limits for Attention and Working Memory" "PS" 1 2006 2005-05-20 0 18 4 0 22.22 0
"Distinction Bias  Misprediction and Mischoice Due to Joint Evaluation  EBSCOhost" "JPSP" 0 2004 2003-07-30 0 20 0 0 0 0
"Distinctive Processing Underlies Skilled Memory" "PS" 1 2005 2004-05-24 0 5 0 0 0 0
"Distinguishing between silent and vocal minorities  Not all deviants feel m...  EBSCOhost" "JPSP" 0 2008 2007-02-13 0 30 1 0 3.33 0
"Distinguishing institutional identification from academic goal pursuit  Int...  EBSCOhost" "JPSP" 0 2008 2006-12-13 0 49 5 0 10.2 0
"Distortions in the perceived lightness of faces  The role of race categorie...  EBSCOhost" "JEPG" 0 2006 2004-09-09 0 11 0 0 0 0
"Distraction and Placebo" "PS" 1 2012 2011-03-22 0 5 2 0 40 0
"Distraction Can Reduce Age-Related Forgetting" "PS" 1 2013 2012-03-01 0 35 0 0 0 0
"Distributed Hippocampal Patterns That Discriminate Reward Context Are Assoc...  EBSCOhost" "JEPG" 0 2013 2012-12-31 0 23 4 1 17.39 4.35
"Distributing prejudice unequally  Do Whites direct their prejudice toward s...  EBSCOhost" "JPSP" 0 2009 2007-12-19 0 53 2 0 3.77 0
"Divergent effects of activating thoughts of God on self-regulation  EBSCOhost" "JPSP" 0 2012 2011-02-07 0 20 0 0 0 0
"Diverging effects of clean versus dirty money on attitudes, values, and int...  EBSCOhost" "JPSP" 0 2013 2011-12-19 0 64 13 4 20.31 6.25
"Diversity in in-group bias  Structural factors, situational features, and s...  EBSCOhost" "JPSP" 0 2006 2003-03-24 0 53 1 0 1.89 0
"Diversity policy, social dominance, and intergroup relations  Predicting pr...  EBSCOhost" "JPSP" 0 2013 2011-06-25 0 27 6 0 22.22 0
"Divide and Conquer" "PS" 1 2004 NA NA 7 0 0 0 0
"Divine intuition  Cognitive style influences belief in God  EBSCOhost" "JEPG" 0 2012 2011-06-04 0 14 0 0 0 0
"Division of labor between the hemispheres for complex but not simple tasks ...  EBSCOhost" "JEPG" 0 2003 2002-07-18 0 3 0 0 0 0
"Do 18-Month-Olds Really Attribute Mental States to Others " "PS" 1 2011 2010-10-20 0 3 1 0 33.33 0
"Do Approach-Avoidance Actions Create Attitudes " "PS" 1 2006 2004-08-09 0 2 0 0 0 0
"Do Babies Learn From Baby Media " "PS" 1 2010 2009-10-01 0 4 0 0 0 0
"Do collectivists know themselves better than individualists  Cross-cultural...  EBSCOhost" "JPSP" 0 2008 2006-03-01 0 50 4 0 8 0
"Do Decisions Shape Preference " "PS" 1 2010 2009-10-02 0 3 1 0 33.33 0
"Do Dogs Resemble Their Owners " "PS" 1 2004 NA NA 10 0 0 0 0
"Do Early Nouns Refer to Kinds or Distinct Shapes " "PS" 1 2009 2008-01-09 0 6 0 0 0 0
"Do Economic Equality and Generalized Trust Inhibit Academic Dishonesty  Evidence From State-Level Search-Engine Queries" "PS" 1 2012 NA NA 12 0 0 0 0
"Do extraverts get more bang for the buck  Refining the affective-reactivity...  EBSCOhost" "JPSP" 0 2012 2010-09-28 0 146 9 0 6.16 0
"Do Green Products Make Us Better People " "PS" 1 2010 2009-05-14 0 12 0 0 0 0
"Do Infants Have a Sense of Fairness " "PS" 1 2012 2009-12-29 0 9 1 1 11.11 11.11
"Do Infants Really Expect Agents to Act Efficiently  A Critical Test of the Rationality Principle" "PS" 1 2013 2012-04-08 0 8 0 0 0 0
"Do Local and Global Perceptual Biases Tell Us Anything About Local and Global Selective Attention " "PS" 1 2013 2011-12-11 0 9 1 0 11.11 0
"Do New Objects Capture Attention " "PS" 1 2005 2004-04-07 0 15 1 0 6.67 0
"Do not fear your opponent  Suboptimal changes of a prevention strategy when...  EBSCOhost" "JEPG" 0 2012 2011-03-24 0 1 0 0 0 0
"Do not prime hawks with doves  The interplay of construct activation and co...  EBSCOhost" "JPSP" 0 2003 2001-12-28 0 58 1 1 1.72 1.72
"Do Speakers Avoid Ambiguities During Dialogue " "PS" 1 2005 2004-05-20 0 11 1 0 9.09 0
"Do verbs and adjectives play different roles in different cultures  A cross...  EBSCOhost" "JPSP" 0 2006 NA NA 41 2 0 4.88 0
"Do we become a different person when hitting the road  Personality developm...  EBSCOhost" "JPSP" 0 2013 2012-07-17 0 6 0 0 0 0
"Do We Know How We Cope  Relating Daily Coping Reports to Global and Time-Li...  EBSCOhost" "JPSP" 0 2004 2002-12-30 0 1 0 0 0 0
"Do you believe in atheists  Distrust is central to anti-atheist prejudice  EBSCOhost" "JPSP" 0 2011 2010-06-04 0 34 4 0 11.76 0
"Do you use your head or follow your heart  Self-location predicts personali...  EBSCOhost" "JPSP" 0 2013 2012-01-17 0 21 2 0 9.52 0
"Does Action Make the Link Between Number and Space Representation " "PS" 1 2004 NA NA 4 0 0 0 0
"Does Bilingualism Change Native-Language Reading " "PS" 1 2009 2008-11-11 0 11 6 4 54.55 36.36
"Does categorical perception in the left hemisphere depend on language   EBSCOhost" "JEPG" 0 2012 2011-08-22 0 11 0 0 0 0
"Does Color Synesthesia Pose a Paradox for Early-Selection Theories of Attention " "PS" 1 2004 NA NA 9 0 0 0 0
"Does communicating disappointment in negotiations help or hurt  Solving an ...  EBSCOhost" "JPSP" 0 2013 2012-08-29 0 48 5 0 10.42 0
"Does contact reduce prejudice or does prejudice reduce contact  A longitudi...  EBSCOhost" "JPSP" 0 2009 2006-12-19 0 4 0 0 0 0
"Does devoutness delay death  Psychological investment in religion and its a...  EBSCOhost" "JPSP" 0 2009 2008-04-29 0 8 4 0 50 0
"Does Easily Learned Mean Easily Remembered " "PS" 1 2011 2010-02-14 0 22 2 0 9.09 0
"Does Facial Processing Prioritize Change Detection " "PS" 1 2010 2010-02-14 0 8 2 0 25 0
"Does it really feel the same  Changes in life satisfaction following repeat...  EBSCOhost" "JPSP" 0 2009 2008-05-27 0 28 7 0 25 0
"Does positive affect broaden and negative affect narrow attentional scope  ...  EBSCOhost" "JEPG" 0 2012 2011-03-02 0 15 0 0 0 0
"Does Power Magnify the Expression of Dispositions " "PS" 1 2012 2011-05-29 0 18 1 0 5.56 0
"Does repressive coping promote resilience  Affective-autonomic response dis...  EBSCOhost" "JPSP" 0 2007 2005-08-18 0 9 1 0 11.11 0
"Does social dominance generate prejudice  Integrating individual and contex...  EBSCOhost" "JPSP" 0 2003 2001-10-15 0 49 12 0 24.49 0
"Does social exclusion motivate interpersonal reconnection  Resolving the 'p...  EBSCOhost" "JPSP" 0 2007 2005-11-17 0 50 16 0 32 0
"Does Subitizing Reflect Numerical Estimation " "PS" 1 2008 2007-07-12 0 19 0 0 0 0
"Does the “Why” Tell Us the “When” " "PS" 1 2013 2012-09-03 0 5 1 0 20 0
"Does the Human Motor System Simulate Pinocchio's Actions " "PS" 1 2007 2007-03-26 0 8 0 0 0 0
"Does This Recession Make Me Look Black  The Effect of Resource Scarcity on the Categorization of Biracial Faces" "PS" 1 2012 2012-02-27 0 2 0 0 0 0
"Does who you marry matter for your health  Influence of patients' and spous...  EBSCOhost" "JPSP" 0 2006 2004-08-05 0 1 0 0 0 0
"Dogs Still Do Resemble Their Owners" "PS" 1 2005 NA NA 3 0 0 0 0
"Doing Better but Feeling Worse" "PS" 1 2006 2004-06-02 0 22 0 0 0 0
"Doing Is for Thinking!" "PS" 1 2006 2005-02-18 0 7 1 1 14.29 14.29
"Domain specificity in relationship history, social-information processing, ...  EBSCOhost" "JPSP" 0 2010 2009-01-24 0 4 0 0 0 0
"Don't hide your happiness! Positive emotion dissociation, social connectedn...  EBSCOhost" "JPSP" 0 2011 2010-06-29 0 6 0 0 0 0
"Don't look down  Emotional arousal elevates height perception  EBSCOhost" "JEPG" 0 2009 2008-04-22 0 39 9 1 23.08 2.56
"Don't Stand So Close to Me" "PS" 1 2004 NA NA 4 0 0 0 0
"Don't Talk About Pink Elephants!" "PS" 1 2006 2005-06-13 0 1 0 0 0 0
"Don't worry, be happy  Neuroticism, trait-consistent affect regulation, and...  EBSCOhost" "JPSP" 0 2005 2004-06-12 0 30 0 0 0 0
"Don’t Judge a Book by Its Cover, Revisited" "PS" 1 2012 2011-08-07 0 8 0 0 0 0
"Dopamine-D2-Receptor Blockade Reverses the Association Between Trait Approach Motivation and Frontal Asymmetry in an Approach-Motivation Context" "PS" 1 2013 2012-04-21 0 14 1 0 7.14 0
"Double Dissociations in Visual and Spatial Short-Term Memory  EBSCOhost" "JEPG" 0 2004 2002-12-27 0 16 1 0 6.25 0
"Dread Risk, September 11, and Fatal Traffic Accidents" "PS" 1 2004 NA NA 1 0 0 0 0
"Dream Rebound" "PS" 1 2004 NA NA 19 1 0 5.26 0
"Driven by fear  The effect of success and failure information on passionate...  EBSCOhost" "JPSP" 0 2013 2011-12-09 0 25 7 0 28 0
"Dual temperamental risk factors for psychopathic personality  Evidence from...  EBSCOhost" "JPSP" 0 2011 2010-02-18 0 4 1 0 25 0
"Duration sensitivity depends on stimulus familiarity  EBSCOhost" "JEPG" 0 2009 2007-12-12 0 24 0 0 0 0
"Dying and Killing for One’s Group" "PS" 1 2010 2009-10-04 0 11 2 0 18.18 0
"Dynamic adaptation to history of trial difficulty explains the effect of co...  EBSCOhost" "JEPG" 0 2011 2010-09-21 0 1 0 0 0 0
"Dynamic Influences of Culture on Cooperation in the Prisoner's Dilemma" "PS" 1 2005 2004-01-07 0 13 1 0 7.69 0
"Dynamic Manipulation Generates Touch Information That Can Modify Vision" "PS" 1 2013 2012-06-08 0 6 1 0 16.67 0
"Dynamic prototypicality effects in visual search  EBSCOhost" "JEPG" 0 2011 2010-06-21 0 15 0 0 0 0
"Dynamics of multiple-goal pursuit  EBSCOhost" "JPSP" 0 2007 2005-01-13 0 97 10 0 10.31 0
"Dynamics of self-regulation  How (un)accomplished goal actions affect motiv...  EBSCOhost" "JPSP" 0 2008 2007-02-17 0 49 2 0 4.08 0
"Dynamics of the attentional control of word retrieval  Analyses of response...  EBSCOhost" "JEPG" 0 2008 2007-04-27 0 27 1 0 3.7 0
"Earliest Recollections of Self and Others in European American and Taiwanese Young Adults" "PS" 1 2006 2005-06-23 0 15 1 0 6.67 0
"Early Conceptual and Linguistic Processes Operate in Independent Channels" "PS" 1 2012 2011-04-11 0 9 0 0 0 0
"Early Executive Function Predicts Reasoning Development" "PS" 1 2013 2012-01-17 0 2 1 0 50 0
"Early Experience Predicts Later Plasticity for Face Processing" "PS" 1 2009 2008-07-30 0 19 3 0 15.79 0
"Early Learning Shapes the Memory Networks for Arithmetic" "PS" 1 2012 2009-10-20 0 31 11 0 35.48 0
"Early Occipital Sensitivity to Syntactic Category Is Based on Form Typicality" "PS" 1 2010 2009-04-21 0 9 3 0 33.33 0
"Early positive emotionality as a heterogenous trait  Implications for child...  EBSCOhost" "JPSP" 0 2007 2006-11-29 0 17 0 0 0 0
"Early Predictors of High School Mathematics Achievement" "PS" 1 2012 2011-10-26 0 11 0 0 0 0
"Ease of retrieval effects in social judgment  The role of unrequested cogni...  EBSCOhost" "JPSP" 0 2007 2006-02-06 0 57 5 0 8.77 0
"Easier done than undone  Asymmetry in the malleability of implicit preferen...  EBSCOhost" "JPSP" 0 2006 2002-11-07 0 24 6 0 25 0
"Easy to Retrieve but Hard to Believe" "PS" 1 2013 2012-06-18 0 2 0 0 0 0
"Eating for Pleasure or Profit" "PS" 1 2011 2010-09-01 0 13 1 0 7.69 0
"Economic decision biases and fundamental motivations  How mating and self-p...  EBSCOhost" "JPSP" 0 2012 2010-09-02 0 9 1 0 11.11 0
"Economic Inequality Is Linked to Biased Self-Perception" "PS" 1 2011 2011-01-05 0 5 0 0 0 0
"Education Enhances the Acuity of the Nonverbal Approximate Number System" "PS" 1 2013 2011-06-17 0 13 1 0 7.69 0
"Effect of Social Category Priming on Personal Attitudes" "PS" 1 2003 2002-01-19 0 11 1 1 9.09 9.09
"Effect of Template Complexity on Visual Search and Dual-Task Performance" "PS" 1 2005 2003-07-22 0 12 0 0 0 0
"Effective rotations  Action effects determine the interplay of mental and m...  EBSCOhost" "JEPG" 0 2012 2011-06-25 0 40 5 0 12.5 0
"Effects of a supportive or an unsupportive audience on biological and psych...  EBSCOhost" "JPSP" 0 2010 2008-12-03 0 38 4 0 10.53 0
"Effects of Acute Anxiety Induction on Speech Perception" "PS" 1 2013 2012-09-26 0 5 0 0 0 0
"Effects of Adult Attachment and Emotional Distractors on Brain Mechanisms of Cognitive Control" "PS" 1 2010 2009-08-01 0 9 4 0 44.44 0
"Effects of aging and IQ on item and associative memory  EBSCOhost" "JEPG" 0 2011 2010-06-30 0 1 0 0 0 0
"Effects of Aging on Functional Connectivity of the Amygdala for Subsequent Memory of Negative Pictures" "PS" 1 2009 2007-12-18 0 3 0 0 0 0
"Effects of alcohol on person perception  A social cognitive neuroscience ap...  EBSCOhost" "JPSP" 0 2003 2002-09-25 0 22 4 1 18.18 4.55
"Effects of communication goals and expectancies on language abstraction  EBSCOhost" "JPSP" 0 2003 2001-10-01 0 37 10 2 27.03 5.41
"Effects of Event Valence on Long-Term Memory for Two Baseball Championship Games" "PS" 1 2011 2011-04-12 0 16 1 0 6.25 0
"Effects of Experience on Fetal Voice Recognition" "PS" 1 2003 2002-04-03 0 6 0 0 0 0
"Effects of Fear and Anger on Perceived Risks of Terrorism" "PS" 1 2003 2002-02-26 0 11 0 0 0 0
"Effects of Fluency on Psychological Distance and Mental Construal (or Why New York Is a Large City, but New York Is a Civilized Jungle)" "PS" 1 2008 2007-05-18 0 9 1 0 11.11 0
"Effects of Motivational Cues on Perceptual Asymmetry  Implications for Crea...  EBSCOhost" "JPSP" 0 2005 2003-08-20 0 29 1 0 3.45 0
"Effects of prosocial video games on prosocial behavior  EBSCOhost" "JPSP" 0 2010 2008-02-20 0 24 4 0 16.67 0
"Effects of Racial Diversity on Complex Thinking in College Students" "PS" 1 2004 2003-01-07 0 7 1 0 14.29 0
"Effects of Salience Are Short-Lived" "PS" 1 2008 2007-06-25 0 6 0 0 0 0
"Effects of self–other decision making on regulatory focus and choice overlo...  EBSCOhost" "JPSP" 0 2012 NA NA 39 6 2 15.38 5.13
"Effects of social support visibility on adjustment to stress  Experimental ...  EBSCOhost" "JPSP" 0 2007 2004-09-09 0 29 7 0 24.14 0
"Effects of Subclinical Depression and Aging on Generative Reasoning About L...  EBSCOhost" "JEPG" 0 2004 2003-01-21 0 21 1 0 4.76 0
"Effects of Symptom Presentation Order on Perceived Disease Risk" "PS" 1 2012 2011-06-24 0 6 1 0 16.67 0
"Effects of Video-Game Ownership on Young Boys’ Academic and Behavioral Functioning" "PS" 1 2010 2009-05-12 0 16 1 0 6.25 0
"Efficacy = endowment × efficiency  Revisiting efficacy and endowment effect...  EBSCOhost" "JPSP" 0 2009 2006-02-02 0 18 0 0 0 0
"Effort for Payment" "PS" 1 2004 2003-08-29 0 24 17 7 70.83 29.17
"Ego Depletion—Is It All in Your Head " "PS" 1 2010 2009-12-24 0 24 0 0 0 0
"Ego Threat and Intergroup Bias" "PS" 1 2011 2010-04-15 0 3 0 0 0 0
"Egocentric pattern projection  How implicit personality theories recapitula...  EBSCOhost" "JPSP" 0 2009 2008-02-03 0 40 0 0 0 0
"Egocentrism over e-mail  Can we communicate as well as we think   EBSCOhost" "JPSP" 0 2005 2004-03-24 0 24 4 1 16.67 4.17
"Eighteen-Month-Old Infants Show Increased Helping Following Priming with Affiliation" "PS" 1 2009 2008-08-13 0 3 0 0 0 0
"Electrophysiological Evidence for the Understanding of Maternal Speech by 9-Month-Old Infants" "PS" 1 2012 2011-07-19 0 7 0 0 0 0
"Electrophysiological Examination of Embodiment in Vision and Action" "PS" 1 2012 2011-03-09 0 12 2 0 16.67 0
"Electrophysiological Responses to Errors and Feedback in the Process of Action Regulation" "PS" 1 2003 2001-08-15 0 6 0 0 0 0
"Eliminating inhibition of return by changing salient nonspatial attributes ...  EBSCOhost" "JEPG" 0 2011 2009-10-20 0 49 2 0 4.08 0
"Embodied Language Comprehension  Encoding-Based and Goal-Driven Processes  EBSCOhost" "JEPG" 0 2013 2012-08-04 0 12 0 0 0 0
"Embodied Metaphors and Creative “Acts”" "PS" 1 2012 2011-03-11 0 16 5 1 31.25 6.25
"Embodied Preference Judgments" "PS" 1 2007 2006-02-17 0 7 0 0 0 0
"Embodiment of emotion concepts  EBSCOhost" "JPSP" 0 2009 2006-10-20 0 26 2 0 7.69 0
"Embodiment, agency, and attitude change  EBSCOhost" "JPSP" 0 2009 2008-07-14 0 43 0 0 0 0
"Emergence of a Gene × Socioeconomic Status Interaction on Infant Mental Ability Between 10 Months and 2 Years" "PS" 1 2011 2010-05-15 0 1 0 0 0 0
"Emergence of Perceptual Gestalts in the Human Visual Cortex" "PS" 1 2011 2010-10-07 0 16 0 0 0 0
"Emergent Filling In Induced by Motion Integration Reveals a High-Level Mechanism in Filling In" "PS" 1 2012 2011-08-02 0 6 3 0 50 0
"Emotion-induced trade-offs in spatiotemporal vision  EBSCOhost" "JEPG" 0 2011 2010-03-29 0 27 3 0 11.11 0
"Emotion-Regulation Choice" "PS" 1 2011 2011-04-16 0 6 2 0 33.33 0
"Emotion and Intuition" "PS" 1 2003 2001-12-07 0 20 2 0 10 0
"Emotion Differentiation as Resilience Against Excessive Alcohol Use" "PS" 1 2010 2009-10-12 0 4 1 0 25 0
"Emotion Facilitates Perception and Potentiates the Perceptual Benefits of Attention" "PS" 1 2006 2005-01-10 0 7 0 0 0 0
"Emotion guided threat detection  Expecting guns where there are none  EBSCOhost" "JPSP" 0 2010 2009-11-13 0 20 0 0 0 0
"Emotion Improves and Impairs Early Vision" "PS" 1 2009 2008-08-04 0 14 0 0 0 0
"Emotion Regulation Choice  A Conceptual Framework and Supporting Evidence  EBSCOhost" "JEPG" 0 2012 2012-02-23 0 15 0 0 0 0
"Emotion, Memory, and Attention in the Taboo Stroop Paradigm" "PS" 1 2005 2004-01-06 0 10 0 0 0 0
"Emotional and Deliberative Reactions to a Public Crisis" "PS" 1 2005 2003-07-15 0 2 0 0 0 0
"Emotional Bias in Change Deafness in Multisource Auditory Environments  EBSCOhost" "JEPG" 0 2013 2012-06-25 0 7 0 0 0 0
"Emotional Conception" "PS" 1 2009 2008-10-10 0 10 2 0 20 0
"Emotional convergence between people over time  EBSCOhost" "JPSP" 0 2003 2001-11-05 0 16 6 6 37.5 37.5
"Emotional Facilitation of Sensory Processing in the Visual Cortex" "PS" 1 2003 2001-04-18 0 2 0 0 0 0
"Emotional intelligence in incarcerated men with psychopathic traits  EBSCOhost" "JPSP" 0 2012 2011-07-21 0 25 3 0 12 0
"Emotional Valence and Arousal Interact in Attentional Control" "PS" 1 2008 2007-04-23 0 10 0 0 0 0
"Emotions and False Memories" "PS" 1 2007 2006-04-17 0 4 1 0 25 0
"Empathy gaps for social pain  Why people underestimate the pain of social s...  EBSCOhost" "JPSP" 0 2011 2009-07-07 0 26 7 1 26.92 3.85
"Empty sets as part of the numerical continuum  Conceptual precursors to the...  EBSCOhost" "JEPG" 0 2009 2008-04-09 0 54 2 0 3.7 0
"Enacting Cultural Interests" "PS" 1 2013 2012-07-20 0 20 2 0 10 0
"Enantiomorphy through the looking glass  Literacy effects on mirror-image d...  EBSCOhost" "JEPG" 0 2011 2009-01-17 0 85 5 0 5.88 0
"Encoding Multielement Scenes  Statistical Learning of Visual Feature Hierar...  EBSCOhost" "JEPG" 0 2005 2005-01-26 0 21 5 0 23.81 0
"Encoding Under Trust and Distrust  The Spontaneous Activation of Incongruen...  EBSCOhost" "JPSP" 0 2004 2003-06-03 0 19 4 3 21.05 15.79
"Encounters With Objective Coherence and the Experience of Meaning in Life" "PS" 1 2013 2012-06-12 0 7 1 0 14.29 0
"English speakers attend more strongly than Spanish speakers to manner of mo...  EBSCOhost" "JEPG" 0 2010 2009-04-10 0 34 2 0 5.88 0
"Enhancing Retention Through Reconsolidation" "PS" 1 2011 2010-10-25 0 6 0 0 0 0
"Enhancing the Pace of Recovery" "PS" 1 2008 2007-05-17 0 4 0 0 0 0
"Enjoying life in the face of death  East–West differences in responses to m...  EBSCOhost" "JPSP" 0 2012 2011-07-05 0 30 1 1 3.33 3.33
"Environmental contingency in life history strategies  The influence of mort...  EBSCOhost" "JPSP" 0 2011 2009-11-27 0 13 1 0 7.69 0
"Epistemic motives and cultural conformity  Need for closure, culture, and c...  EBSCOhost" "JPSP" 0 2007 2005-05-03 0 67 0 0 0 0
"Erasing the engram  The unlearning of procedural skills  EBSCOhost" "JEPG" 0 2013 2012-01-09 0 80 12 2 15 2.5
"ERN and the placebo  A misattribution approach to studying the arousal prop...  EBSCOhost" "JEPG" 0 2012 2011-10-03 0 23 1 0 4.35 0
"Error-Monitoring Ability Predicts Daily Stress Regulation" "PS" 1 2008 2007-08-02 0 20 0 0 0 0
"Error-Related Brain Activity Reveals Self-Centric Motivation  Culture Matte...  EBSCOhost" "JEPG" 0 2013 2012-08-24 0 14 0 0 0 0
