"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"Independent Resources for Attentional Tracking in the Left and Right Visual Hemifields" "PS" 1 2005 2004-07-14 0 12 2 0 16.67 0
"Individual Differences in Delay Discounting" "PS" 1 2008 2007-08-02 0 2 0 0 0 0
"Individual Differences in Eye Movements During Face Identification Reflect Observer-Specific Optimal Points of Fixation" "PS" 1 2013 2012-04-17 0 11 0 0 0 0
"Individual Differences in Frequency and Saliency of Speech-Accompanying Ges...  EBSCOhost" "JEPG" 0 2013 2012-08-27 0 14 0 0 0 0
"Individual Differences in Holistic Processing Predict Face Recognition Ability" "PS" 1 2012 2011-01-28 0 8 0 0 0 0
"Individual Differences in Insular Sensitivity During Loss Anticipation Predict Avoidance Learning" "PS" 1 2008 2007-06-11 0 1 0 0 0 0
"Individual Differences in Learning and Transfer  Stable Tendencies for Lear...  EBSCOhost" "JEPG" 0 2013 2012-01-17 0 26 0 0 0 0
"Individual Differences in Recovery Time From Attentional Capture" "PS" 1 2011 2010-04-05 0 8 1 0 12.5 0
"Individual Differences in Working Memory Moderate Stereotype-Threat Effects" "PS" 1 2010 2010-02-19 0 6 1 0 16.67 0
"Individual differences in components of reaction time distributions and the...  EBSCOhost" "JEPG" 0 2007 2004-12-28 0 12 0 0 0 0
"Individual differences in executive functions are almost entirely genetic i...  EBSCOhost" "JEPG" 0 2008 2007-05-17 0 9 0 0 0 0
"Individual differences in working memory capacity predict sleep-dependent m...  EBSCOhost" "JEPG" 0 2012 2011-06-04 0 10 3 0 30 0
"Induced Cross-Modal Synaesthetic Experience Without Abnormal Neuronal Connections" "PS" 1 2009 2008-06-11 0 4 1 1 25 25
"Induced Perceptual Grouping" "PS" 1 2008 2007-06-21 0 5 0 0 0 0
"Inducing Disbelief in Free Will Alters Brain Correlates of Preconscious Motor Preparation" "PS" 1 2011 2010-09-06 0 9 3 1 33.33 11.11
"Inducing Infants to Detect a Physical Violation in a Single Trial" "PS" 1 2005 2004-06-07 0 8 0 0 0 0
"Induction and Categorization in Young Children  A Similarity-Based Model  EBSCOhost" "JEPG" 0 2004 2003-01-30 0 10 2 0 20 0
"Induction, Overhypothesis, and the Origin of Abstract Knowledge" "PS" 1 2010 2009-12-06 0 10 0 0 0 0
"Inequality, discrimination, and the power of the status quo  Direct evidenc...  EBSCOhost" "JPSP" 0 2009 2007-07-25 0 22 1 0 4.55 0
"Infant Attachment Security and the Timing of Puberty" "PS" 1 2010 2009-12-21 0 2 0 0 0 0
"Infant Lightness Perception" "PS" 1 2003 2002-04-18 0 7 0 0 0 0
"Infant Rule Learning Facilitated by Speech" "PS" 1 2007 2006-05-24 0 16 1 0 6.25 0
"Infants Form Associations Between Memory Representations of Stimuli That Are Absent" "PS" 1 2006 2005-06-14 0 1 0 0 0 0
"Infants Get Five Stars on Iconic Memory Tests" "PS" 1 2010 2010-03-22 0 6 0 0 0 0
"Infection Breeds Reticence" "PS" 1 2010 2009-05-08 0 10 0 0 0 0
"Inferences About the Authentic Self  When Do Actions Say More Than Mental S...  EBSCOhost" "JPSP" 0 2004 2003-10-10 0 34 3 0 8.82 0
"Inferential dependencies in causal inference  A comparison of belief-distri...  EBSCOhost" "JEPG" 0 2013 2011-04-08 0 11 0 0 0 0
"Inferring Design" "PS" 1 2007 2006-12-21 0 39 2 0 5.13 0
"Inflation of conditional predictions  EBSCOhost" "JEPG" 0 2006 2005-10-27 0 45 1 0 2.22 0
"Influence in Times of Crisis" "PS" 1 2012 2011-04-12 0 15 1 0 6.67 0
"Influence of Branding on Preference-Based Decision Making" "PS" 1 2013 2012-08-29 0 4 1 0 25 0
"Influence of peripheral and motivational cues on rigid–flexible functioning...  EBSCOhost" "JEPG" 0 2009 2007-04-23 0 12 4 0 33.33 0
"Information About Low Participation in Cancer Screening Demotivates Other People" "PS" 1 2010 2009-10-28 0 3 0 0 0 0
"Information Matching the Content of Visual Working Memory Is Prioritized for Conscious Access" "PS" 1 2013 2013-02-26 0 7 0 0 0 0
"Information Search in Decisions From Experience" "PS" 1 2010 2010-05-28 0 8 0 0 0 0
"Inhibiting Your Native Language" "PS" 1 2007 2005-11-29 0 14 2 0 14.29 0
"Inhibition Versus Switching Deficits in Different Forms of Rumination" "PS" 1 2007 2006-06-26 0 27 7 2 25.93 7.41
"Inhibition of Return From Stimulus to Response" "PS" 1 2004 NA NA 7 0 0 0 0
"Inhibitory Spillover" "PS" 1 2011 2010-09-10 0 11 0 0 0 0
"Initial Training With Difficult Items Facilitates Information Integration, but Not Rule-Based Category Learning" "PS" 1 2008 2008-01-04 0 19 1 0 5.26 0
"Innovation Relies on the Obscure" "PS" 1 2012 2011-08-16 0 6 0 0 0 0
"Inside the Mind Reader's Tool Kit  Projection and Stereotyping in Mental St...  EBSCOhost" "JPSP" 0 2004 2000-04-24 0 36 0 0 0 0
"Inside the Opponent’s Head" "PS" 1 2011 2010-09-19 0 14 2 0 14.29 0
"Insight and strategy in multiple-cue learning  EBSCOhost" "JEPG" 0 2006 2005-09-02 0 27 1 0 3.7 0
"Inspired by Distraction" "PS" 1 2012 2011-12-26 0 8 5 0 62.5 0
"Instrumentality Boosts Appreciation" "PS" 1 2012 2011-04-22 0 10 0 0 0 0
"Intact Conceptual Priming in the Absence of Declarative Memory" "PS" 1 2004 2003-07-31 0 7 2 0 28.57 0
"Integrating Gaze Direction and Expression in Preferences for Attractive Faces" "PS" 1 2006 2005-08-01 0 7 0 0 0 0
"Integrating Sexual Objectification With Object Versus Person Recognition" "PS" 1 2012 2011-10-27 0 5 0 0 0 0
"Integrating Temporal Biases" "PS" 1 2004 NA NA 22 0 0 0 0
"Integrating advice and experience  Learning and decision making with social...  EBSCOhost" "JPSP" 0 2011 2010-05-05 0 14 0 0 0 0
"Integration Without Awareness" "PS" 1 2011 2010-10-07 0 6 0 0 0 0
"Integration of Multiple Speech Segmentation Cues  A Hierarchical Framework  EBSCOhost" "JEPG" 0 2005 2004-09-08 0 53 3 0 5.66 0
"Integrative priming occurs rapidly and uncontrollably during lexical proces...  EBSCOhost" "JEPG" 0 2009 2008-05-29 0 5 0 0 0 0
"Intellectual performance and ego depletion  Role of the self in logical rea...  EBSCOhost" "JPSP" 0 2003 2002-09-30 0 34 3 2 8.82 5.88
"Intensive Meditation Training Improves Perceptual Discrimination and Sustained Attention" "PS" 1 2010 2009-04-28 0 13 2 0 15.38 0
"Intention-Mediated Selective Helping in Infancy" "PS" 1 2010 2009-02-23 0 2 0 0 0 0
"Intentional Harms Are Worse, Even When They’re Not" "PS" 1 2013 2012-07-07 0 10 0 0 0 0
"Intentional and Unintentional Contributions to Nonspecific Preparation  Ele...  EBSCOhost" "JEPG" 0 2005 2002-05-22 0 4 4 3 100 75
"Interacting Like a Body" "PS" 1 2010 2009-05-24 0 17 0 0 0 0
"Interacting with sexist men triggers social identity threat among female en...  EBSCOhost" "JPSP" 0 2009 2006-03-20 0 54 3 0 5.56 0
"Interactions Between Apparent Motion Rivalry in Vision and Touch" "PS" 1 2012 2011-08-11 0 13 2 0 15.38 0
"Interference Between Conversation and a Concurrent Visuomotor Task  EBSCOhost" "JEPG" 0 2013 2012-05-11 0 39 1 0 2.56 0
"Intergenerational Transmission of the Reminiscence Bump and Biographical Conflict Knowledge" "PS" 1 2012 2012-01-30 0 3 1 0 33.33 0
"Intergroup Contact and Attitudes Toward the Principle and Practice of Racial Equality" "PS" 1 2007 2006-09-19 0 3 2 0 66.67 0
"Interpersonal Sensitivity, Status, and Stereotype Accuracy" "PS" 1 2010 2009-08-14 0 2 0 0 0 0
"Interplay Between Action and Movement Intentions During Social Interaction" "PS" 1 2012 2011-04-04 0 5 0 0 0 0
"Interruption of the Tower of London task  Support for a goal-activation app...  EBSCOhost" "JEPG" 0 2006 2003-02-12 0 6 1 0 16.67 0
"Intertrial Repetition Facilitates Selection in Time" "PS" 1 2010 2009-03-23 0 12 0 0 0 0
"Intuitions about situational correction in self and others  EBSCOhost" "JPSP" 0 2003 2001-11-13 0 18 0 0 0 0
"Intuitive confidence  Choosing between intuitive and nonintuitive alternati...  EBSCOhost" "JEPG" 0 2006 2005-12-13 0 20 2 0 10 0
"Inventing racist roads not taken  The licensing effect of immoral counterfa...  EBSCOhost" "JPSP" 0 2012 2011-12-13 0 48 1 0 2.08 0
"Investigating True and False Confessions Within a Novel Experimental Paradigm" "PS" 1 2005 2004-06-02 0 10 1 0 10 0
"Investing in Karma" "PS" 1 2012 2011-07-01 0 12 2 0 16.67 0
"Investment Behavior and the Negative Side of Emotion" "PS" 1 2005 2004-05-27 0 2 1 0 50 0
"Ironic Effects of Antiprejudice Messages" "PS" 1 2011 2011-03-12 0 16 3 0 18.75 0
"Ironic Effects of Dietary Supplementation" "PS" 1 2011 2011-01-19 0 15 1 0 6.67 0
"Is Automatic Emotion Regulation Associated With Agreeableness " "PS" 1 2007 2006-03-27 0 1 0 0 0 0
"Is Choice-Induced Preference Change Long Lasting " "PS" 1 2012 2011-07-18 0 12 1 0 8.33 0
"Is Consciousness a Gradual Phenomenon " "PS" 1 2004 2003-07-24 0 16 1 0 6.25 0
"Is Developing Scientific Thinking All About Learning to Control Variables " "PS" 1 2005 2004-09-27 0 3 0 0 0 0
"Is Happiness Having What You Want, Wanting What You Have, or Both " "PS" 1 2008 2007-06-20 0 1 0 0 0 0
"Is High Sex Drive Associated With Increased Sexual Attraction to Both Sexes " "PS" 1 2006 2004-06-01 0 26 0 0 0 0
"Is It Better to Select or to Receive  Learning via Active and Passive Hypot...  EBSCOhost" "JEPG" 0 2013 2011-09-29 0 21 4 1 19.05 4.76
"Is It Culture or Is It Language  Examination of Language Effects in Cross-C...  EBSCOhost" "JPSP" 0 2004 2003-09-02 0 36 0 0 0 0
"Is It Light or Dark  Recalling Moral Behavior Changes Perception of Brightness" "PS" 1 2012 2011-08-28 0 5 0 0 0 0
"Is Multiculturalism or Color Blindness Better for Minorities " "PS" 1 2009 2008-09-03 0 8 0 0 0 0
"Is Relative Pitch Specific to Pitch " "PS" 1 2008 2008-01-24 0 23 2 0 8.7 0
"Is Resilience Only Skin Deep " "PS" 1 2013 2012-09-25 0 3 0 0 0 0
"Is Syntax Separate or Shared Between Languages " "PS" 1 2004 NA NA 20 1 0 5 0
"Is Television Traumatic   Dreams, Stress, and Media Exposure in the Aftermath of September 11, 2001" "PS" 1 2007 2005-09-06 0 1 0 0 0 0
"Is There Any “Free” Choice " "PS" 1 2004 2003-04-29 0 17 0 0 0 0
"Is death really the worm at the core  Converging evidence that worldview th...  EBSCOhost" "JPSP" 0 2007 2005-06-17 0 38 0 0 0 0
"Is optimism real   EBSCOhost" "JEPG" 0 2012 2011-12-19 0 6 0 0 0 0
"Is the Emotion-Health Connection a “First-World Problem” " "PS" 1 2013 2012-02-15 0 2 0 0 0 0
"Is the Map in Our Head Oriented North " "PS" 1 2012 2011-02-01 0 10 1 0 10 0
"Is the Sky 2  Contextual Priming in Grapheme-Color Synaesthesia" "PS" 1 2008 2007-06-03 0 4 0 0 0 0
"Is the basic conditional probabilistic__ EBSCOhost" "JEPG" 0 2013 2011-12-01 0 56 3 0 5.36 0
"Is the binding of visual features in working memory resource-demanding   EBSCOhost" "JEPG" 0 2006 2005-04-20 0 44 1 0 2.27 0
"Is there a hierarchy of social inferences  The likelihood and speed of infe...  EBSCOhost" "JPSP" 0 2012 2011-08-22 0 1 0 0 0 0
"Is time-based prospective remembering mediated by self-initiated rehearsals...  EBSCOhost" "JEPG" 0 2007 2004-03-03 0 31 4 0 12.9 0
"It Takes Two" "PS" 1 2008 2007-07-02 0 2 0 0 0 0
"It Takes Two to Imitate" "PS" 1 2013 2013-01-13 0 6 0 0 0 0
"It was meant to happen  Explaining cultural variations in fate attributions  EBSCOhost" "JPSP" 0 2010 2008-05-10 0 22 0 0 0 0
"It's the Thought That Counts" "PS" 1 2006 2005-04-19 0 8 1 0 12.5 0
"It's the thought that counts  The role of hostile cognition in shaping aggr...  EBSCOhost" "JPSP" 0 2009 2007-09-12 0 43 3 0 6.98 0
"It’s Alive!" "PS" 1 2010 2010-03-25 0 15 0 0 0 0
"It’s Not All About Me" "PS" 1 2011 2011-05-27 0 10 2 0 20 0
"It’s Only a Matter of Time" "PS" 1 2012 2011-04-28 0 9 0 0 0 0
"I’m No Longer Torn After Choice" "PS" 1 2010 2009-06-16 0 8 0 0 0 0
"Jealousy and the threatened self  Getting to the heart of the green-eyed mo...  EBSCOhost" "JPSP" 0 2006 2005-03-13 0 12 1 0 8.33 0
"Judgment dissociation theory  An analysis of differences in causal, counter...  EBSCOhost" "JEPG" 0 2003 2001-07-31 0 10 2 0 20 0
"Judgments of the lucky across development and culture  EBSCOhost" "JPSP" 0 2008 2007-06-21 0 55 1 0 1.82 0
"Keep Your Fingers Crossed!" "PS" 1 2010 2009-02-13 0 11 2 2 18.18 18.18
"Keeping One's Distance" "PS" 1 2008 2007-03-27 0 4 0 0 0 0
"Keeping Your Eyes on the Prize" "PS" 1 2010 2009-09-17 0 1 1 0 100 0
"Kin Affiliation Across the Ovulatory Cycle" "PS" 1 2011 2010-04-01 0 13 0 0 0 0
"Know thyself  Misperceptions of actual performance undermine achievement mo...  EBSCOhost" "JPSP" 0 2010 2009-01-29 0 64 3 2 4.69 3.12
"Knowing Is Half the Battle" "PS" 1 2005 2004-03-02 0 15 0 0 0 0
"Knowing When to Move On" "PS" 1 2012 2011-07-17 0 3 1 0 33.33 0
"Knowing Your Own Mate Value" "PS" 1 2011 2010-05-20 0 3 0 0 0 0
"Knowing how to react  Automatic response priming from social categories  EBSCOhost" "JPSP" 0 2006 2004-03-02 0 17 6 1 35.29 5.88
"Known Risk Factors for Violence Predict 12-Month-Old Infants’ Aggressiveness With Peers" "PS" 1 2011 2010-12-20 0 3 1 0 33.33 0
"Labeling Guides Object Individuation in 12-Month-Old Infants" "PS" 1 2005 2004-04-27 0 2 1 0 50 0
"Lacking Power Impairs Executive Functions" "PS" 1 2008 2007-07-27 0 13 1 1 7.69 7.69
"Language Changes Implicit Associations Between Ethnic Groups and Evaluation in Bilinguals" "PS" 1 2010 2009-09-30 0 2 0 0 0 0
"Language Promotes False-Belief Understanding" "PS" 1 2009 2008-07-07 0 2 0 0 0 0
"Language Style Matching Predicts Relationship Initiation and Stability" "PS" 1 2011 2010-06-11 0 2 0 0 0 0
"Language and Action Control" "PS" 1 2006 2005-12-21 0 12 1 0 8.33 0
"Language is not Just for Talking" "PS" 1 2007 2007-01-04 0 10 2 0 20 0
"Language-Trained Chimpanzees (Pan troglodytes) Name What They Have Seen but Look First at What They Have Not Seen" "PS" 1 2013 2012-05-08 0 6 0 0 0 0
"Large Capacity Temporary Visual Memory  EBSCOhost" "JEPG" 0 2013 2012-09-01 0 80 2 0 2.5 0
"Large-Number Addition and Subtraction by 9-Month-Old Infants" "PS" 1 2004 2003-09-15 0 2 1 0 50 0
"Lasting False Beliefs and Their Behavioral Consequences" "PS" 1 2008 2008-01-05 0 7 0 0 0 0
"Latent Ability" "PS" 1 2009 2008-11-10 0 5 0 0 0 0
"Latent variable modeling of cognitive processes in true and false recogniti...  EBSCOhost" "JEPG" 0 2010 2009-04-06 0 22 4 1 18.18 4.55
"Lay Theories of Obesity Predict Actual Body Mass" "PS" 1 2013 2012-05-10 0 10 1 0 10 0
"Leading us not into temptation  Momentary allurements elicit overriding goa...  EBSCOhost" "JPSP" 0 2003 2001-11-27 0 20 5 1 25 5
"Leaning to the Left Makes the Eiffel Tower Seem Smaller" "PS" 1 2011 2011-03-28 0 6 0 0 0 0
"Learn Locally, Think Globally" "PS" 1 2010 2009-12-16 0 15 1 0 6.67 0
"Learned Control Over Distraction Is Disrupted in Amnesia" "PS" 1 2013 2012-05-06 0 10 2 0 20 0
"Learned Fear of “Unseen” Faces after Pavlovian, Observational, and Instructed Fear" "PS" 1 2004 2003-09-17 0 10 0 0 0 0
"Learned Liking Versus Inborn Delight" "PS" 1 2010 2010-02-12 0 2 0 0 0 0
"Learned Predictiveness Speeds Visual Processing" "PS" 1 2012 2011-02-16 0 3 0 0 0 0
"Learning About What Others Were Doing" "PS" 1 2011 2010-04-27 0 6 0 0 0 0
"Learning Concepts and Categories" "PS" 1 2008 2007-09-07 0 15 0 0 0 0
"Learning Effects on Sperm Competition and Reproductive Fitness" "PS" 1 2007 2006-07-21 0 1 0 0 0 0
"Learning From Social Rewards Predicts Individual Differences in Self-Report...  EBSCOhost" "JEPG" 0 2013 2012-05-20 0 16 1 0 6.25 0
"Learning Nonadjacent Dependencies  No Need for Algebraic-Like Computations  EBSCOhost" "JEPG" 0 2004 2003-07-15 0 17 2 0 11.76 0
"Learning Perceptual Organization in Infancy" "PS" 1 2005 2004-08-10 0 4 0 0 0 0
"Learning Words in Space and Time" "PS" 1 2011 2009-09-21 0 7 1 0 14.29 0
"Learning in a changing environment  EBSCOhost" "JEPG" 0 2010 2008-08-13 0 45 7 1 15.56 2.22
"Learning to Attend and to Ignore Is a Matter of Gains and Losses" "PS" 1 2009 2008-07-11 0 13 4 0 30.77 0
"Learning to Contend With Accents in Infancy  Benefits of Brief Speaker Expo...  EBSCOhost" "JEPG" 0 2013 2012-06-23 0 11 1 0 9.09 0
"Learning to Recognize Objects" "PS" 1 2003 2002-06-04 0 8 0 0 0 0
"Learning to See, but Not Discriminate, Visual Forms Is Impaired in Aging" "PS" 1 2013 2011-11-09 0 33 0 0 0 0
"Leaving a Flat Taste in Your Mouth" "PS" 1 2013 2012-07-01 0 21 0 0 0 0
"Left frontal cortical activation and spreading of alternatives_ Tests of th..._ EBSCOhost" "JPSP" 0 2008 2006-09-10 0 18 1 0 5.56 0
"Lending a Hand" "PS" 1 2006 2006-01-03 0 14 0 0 0 0
"Leonardo's constraint  Two opaque objects cannot be seen in the same direct...  EBSCOhost" "JEPG" 0 2003 2002-05-21 0 2 0 0 0 0
"Less Is More" "PS" 1 2005 2004-06-22 0 6 3 0 50 0
"Less is often more, but not always  Additional evidence that familiarity br...  EBSCOhost" "JPSP" 0 2013 2013-05-30 0 3 0 0 0 0
"Letter Binding and Invariant Recognition of Masked Words" "PS" 1 2004 NA NA 11 0 0 0 0
"Letter-by-Letter Acquired Dyslexia Is Due to the Serial Encoding of Letters" "PS" 1 2005 2004-04-27 0 4 0 0 0 0
"Letters in Words Are Read Simultaneously, Not in Left-to-Right Sequence" "PS" 1 2010 2010-05-20 0 9 0 0 0 0
"Lexical Information Drives Perceptual Learning of Distorted Speech  Evidenc...  EBSCOhost" "JEPG" 0 2005 2004-03-08 0 2 0 0 0 0
"Lexical precision in skilled readers  Individual differences in masked neig...  EBSCOhost" "JEPG" 0 2010 2008-12-24 0 13 0 0 0 0
"Liberating Reason From the Passions" "PS" 1 2012 2011-07-14 0 2 0 0 0 0
"Life-History Strategy, Food Choice, and Caloric Consumption" "PS" 1 2013 2011-12-06 0 27 0 0 0 0
"Like Schrodinger’s cat, the impact bias is both dead and alive  Reply to Wi...  EBSCOhost" "JPSP" 0 2013 2013-04-18 0 6 0 0 0 0
"Like a Magnet" "PS" 1 2010 2009-09-29 0 9 4 1 44.44 11.11
"Liking Is for Doing  The Effects of Goal Pursuit on Automatic Evaluation  EBSCOhost" "JPSP" 0 2004 2003-11-10 0 46 13 0 28.26 0
"Limits on legitimacy  Moral and religious convictions as constraints on def...  EBSCOhost" "JPSP" 0 2009 2008-10-17 0 9 1 0 11.11 0
"Linda is not a bearded lady  Configural weighting and adding as the cause o...  EBSCOhost" "JEPG" 0 2009 2008-12-08 0 12 1 0 8.33 0
"Linear Numerical-Magnitude Representations Aid Children’s Memory for Numbers" "PS" 1 2010 2009-10-27 0 27 1 0 3.7 0
"Linguistic Constraints on Statistical Computations" "PS" 1 2005 2004-04-30 0 4 1 0 25 0
"Linguistic Cues Enhance the Learning of Perceptual Cues" "PS" 1 2005 2003-07-16 0 12 2 1 16.67 8.33
"Linguistic Markers of Psychological Change Surrounding September 11, 2001" "PS" 1 2004 2003-09-04 0 3 0 0 0 0
"Linguistic Representations of Motion Do Not Depend on the Visual Motion System" "PS" 1 2013 2011-10-31 0 3 0 0 0 0
"Linguistic Signatures of Regulatory Focus  How Abstraction Fits Promotion M...  EBSCOhost" "JPSP" 0 2005 2004-04-23 0 24 1 0 4.17 0
"Linking Gene, Brain, and Behavior" "PS" 1 2009 2008-04-27 0 6 0 0 0 0
"Linking automatic evaluation to mood and information processing style  Cons...  EBSCOhost" "JEPG" 0 2006 2003-03-26 0 19 1 1 5.26 5.26
"Linking versus thinking  Evidence for the different associative and attribu...  EBSCOhost" "JPSP" 0 2005 2003-07-01 0 47 7 0 14.89 0
"Lip Movements Affect Infants’ Audiovisual Speech Perception" "PS" 1 2013 2011-05-03 0 5 0 0 0 0
"Lip-Read Me Now, Hear Me Better Later" "PS" 1 2007 2006-06-29 0 2 1 0 50 0
"Listen to your heart  When false somatic feedback shapes moral behavior  EBSCOhost" "JEPG" 0 2013 2011-07-07 0 1 0 0 0 0
"Listening to Your Heart" "PS" 1 2010 2010-03-25 0 17 0 0 0 0
"Listening, not watching  Situational familiarity and the ability to detect ...  EBSCOhost" "JPSP" 0 2011 2009-12-31 0 72 6 0 8.33 0
"Literacy Breaks Mirror Invariance for Visual Stimuli  A Behavioral Study Wi...  EBSCOhost" "JEPG" 0 2013 2012-04-13 0 26 1 0 3.85 0
"Literal and symbolic immortality  The effect of evidence of literal immorta...  EBSCOhost" "JPSP" 0 2003 2002-01-02 0 34 1 0 2.94 0
"Living Large" "PS" 1 2012 2010-07-21 0 14 0 0 0 0
"Living in History" "PS" 1 2009 2008-07-08 0 2 0 0 0 0
"Load Theory of Selective Attention and Cognitive Control  EBSCOhost" "JEPG" 0 2004 2003-01-28 0 1 0 0 0 0
"Local Jekyll and Global Hyde" "PS" 1 2011 2010-11-22 0 9 1 0 11.11 0
"Local Warming" "PS" 1 2011 2010-06-24 0 12 0 0 0 0
"Local and global cross-modal influences between vision and hearing, tasting...  EBSCOhost" "JEPG" 0 2011 2010-08-12 0 69 3 0 4.35 0
"Local or Global " "PS" 1 2010 2009-04-15 0 16 0 0 0 0
"Loneliness Promotes Inflammation During Acute Stress" "PS" 1 2013 2012-06-29 0 5 0 0 0 0
"Long-Term Inhibition of Return of Attention" "PS" 1 2003 2001-08-06 0 8 0 0 0 0
"Long-Term Memory Representations Influence Perception Before Edges Are Assi...  EBSCOhost" "JEPG" 0 2013 2012-05-30 0 25 0 0 0 0
